Perm	Perm_cm	Source	E_10TM83	N_10TM83	Dataset_Source
0		Mapped wetland types in sample tiles	330686	6618215	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262066	6616567	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262232	6617218	Alberta Geological Survey
0		Mapped wetland types in sample tiles	227018	6616104	Alberta Geological Survey
0		Mapped wetland types in sample tiles	227179	6616191	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226645	6615610	Alberta Geological Survey
0		Mapped wetland types in sample tiles	230713	6616002	Alberta Geological Survey
0		Mapped wetland types in sample tiles	231108	6616146	Alberta Geological Survey
0		Mapped wetland types in sample tiles	221808	6614091	Alberta Geological Survey
0		Mapped wetland types in sample tiles	221594	6614245	Alberta Geological Survey
0		Mapped wetland types in sample tiles	221894	6612878	Alberta Geological Survey
0		Mapped wetland types in sample tiles	222400	6612930	Alberta Geological Survey
0		Mapped wetland types in sample tiles	221904	6612330	Alberta Geological Survey
0		Mapped wetland types in sample tiles	243938	6611816	Alberta Geological Survey
0		Mapped wetland types in sample tiles	260084	6612172	Alberta Geological Survey
0		Mapped wetland types in sample tiles	259831	6611565	Alberta Geological Survey
0		Mapped wetland types in sample tiles	320703	6611902	Alberta Geological Survey
0		Mapped wetland types in sample tiles	321239	6611486	Alberta Geological Survey
0		Mapped wetland types in sample tiles	324951	6612210	Alberta Geological Survey
0		Mapped wetland types in sample tiles	324801	6611650	Alberta Geological Survey
0		Mapped wetland types in sample tiles	320270	6611124	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319673	6610854	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218595	6609136	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219092	6608769	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225156	6608575	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224742	6608594	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224493	6608405	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263863	6608855	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263697	6608416	Alberta Geological Survey
0		Mapped wetland types in sample tiles	324724	6606826	Alberta Geological Survey
0		Mapped wetland types in sample tiles	324536	6606686	Alberta Geological Survey
0		Mapped wetland types in sample tiles	324484	6606582	Alberta Geological Survey
0		Mapped wetland types in sample tiles	325375	6606799	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307456	6605264	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307712	6604408	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307847	6604463	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313771	6605083	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313945	6605155	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313703	6604714	Alberta Geological Survey
0		Mapped wetland types in sample tiles	284090	6603580	Alberta Geological Survey
0		Mapped wetland types in sample tiles	283661	6604241	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254541	6602769	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254910	6602877	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262181	6601362	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261673	6601810	Alberta Geological Survey
0		Mapped wetland types in sample tiles	264854	6601878	Alberta Geological Survey
0		Mapped wetland types in sample tiles	275266	6602061	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274993	6601987	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274800	6601660	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303644	6602158	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303963	6601777	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255004	6600706	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255011	6600809	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254882	6601119	Alberta Geological Survey
0		Mapped wetland types in sample tiles	278719	6600466	Alberta Geological Survey
0		Mapped wetland types in sample tiles	279078	6600651	Alberta Geological Survey
0		Mapped wetland types in sample tiles	279308	6600712	Alberta Geological Survey
0		Mapped wetland types in sample tiles	273984	6599719	Alberta Geological Survey
0		Mapped wetland types in sample tiles	273700	6599526	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274179	6599887	Alberta Geological Survey
0		Mapped wetland types in sample tiles	284485	6599200	Alberta Geological Survey
0		Mapped wetland types in sample tiles	285182	6598354	Alberta Geological Survey
0		Mapped wetland types in sample tiles	284560	6598404	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250189	6597717	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250130	6597646	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250363	6597685	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257084	6597853	Alberta Geological Survey
0		Mapped wetland types in sample tiles	256593	6597809	Alberta Geological Survey
0		Mapped wetland types in sample tiles	271567	6598112	Alberta Geological Survey
0		Mapped wetland types in sample tiles	272348	6597711	Alberta Geological Survey
0		Mapped wetland types in sample tiles	272015	6597586	Alberta Geological Survey
0		Mapped wetland types in sample tiles	271833	6597697	Alberta Geological Survey
0		Mapped wetland types in sample tiles	221087	6595908	Alberta Geological Survey
0		Mapped wetland types in sample tiles	220725	6595824	Alberta Geological Survey
0		Mapped wetland types in sample tiles	260976	6593370	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261043	6593325	Alberta Geological Survey
0		Mapped wetland types in sample tiles	260562	6594213	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257022	6591633	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255912	6589776	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255536	6589509	Alberta Geological Survey
0		Mapped wetland types in sample tiles	305250	6590117	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304918	6589850	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304547	6590223	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313961	6588502	Alberta Geological Survey
0		Mapped wetland types in sample tiles	314382	6588935	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262182	6585479	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261903	6585588	Alberta Geological Survey
0		Mapped wetland types in sample tiles	276736	6585946	Alberta Geological Survey
0		Mapped wetland types in sample tiles	276881	6586192	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219133	6584857	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218510	6584451	Alberta Geological Survey
0		Mapped wetland types in sample tiles	220069	6582890	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219508	6583013	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219594	6582767	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219784	6582542	Alberta Geological Survey
0		Mapped wetland types in sample tiles	332677	6582668	Alberta Geological Survey
0		Mapped wetland types in sample tiles	333058	6582795	Alberta Geological Survey
0		Mapped wetland types in sample tiles	332830	6583144	Alberta Geological Survey
0		Mapped wetland types in sample tiles	291021	6577230	Alberta Geological Survey
0		Mapped wetland types in sample tiles	290821	6577070	Alberta Geological Survey
0		Mapped wetland types in sample tiles	290637	6576510	Alberta Geological Survey
0		Mapped wetland types in sample tiles	236123	6575850	Alberta Geological Survey
0		Mapped wetland types in sample tiles	244977	6575625	Alberta Geological Survey
0		Mapped wetland types in sample tiles	244564	6575559	Alberta Geological Survey
0		Mapped wetland types in sample tiles	244480	6575856	Alberta Geological Survey
0		Mapped wetland types in sample tiles	288045	6573054	Alberta Geological Survey
0		Mapped wetland types in sample tiles	287879	6572593	Alberta Geological Survey
0		Mapped wetland types in sample tiles	312769	6571892	Alberta Geological Survey
0		Mapped wetland types in sample tiles	312818	6571529	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313008	6572136	Alberta Geological Survey
0		Mapped wetland types in sample tiles	230532	6571027	Alberta Geological Survey
0		Mapped wetland types in sample tiles	230843	6571115	Alberta Geological Survey
0		Mapped wetland types in sample tiles	230502	6570593	Alberta Geological Survey
0		Mapped wetland types in sample tiles	316567	6570687	Alberta Geological Survey
0		Mapped wetland types in sample tiles	317094	6570582	Alberta Geological Survey
0		Mapped wetland types in sample tiles	316749	6570936	Alberta Geological Survey
0		Mapped wetland types in sample tiles	280972	6569422	Alberta Geological Survey
0		Mapped wetland types in sample tiles	280823	6569759	Alberta Geological Survey
0		Mapped wetland types in sample tiles	280925	6570045	Alberta Geological Survey
0		Mapped wetland types in sample tiles	284275	6569634	Alberta Geological Survey
0		Mapped wetland types in sample tiles	284054	6569991	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308673	6569733	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308820	6569599	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308459	6570007	Alberta Geological Survey
0		Mapped wetland types in sample tiles	309197	6570004	Alberta Geological Survey
0		Mapped wetland types in sample tiles	259266	6567962	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258854	6567923	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258903	6567552	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258502	6567908	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219957	6565894	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219536	6565965	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219724	6565372	Alberta Geological Survey
0		Mapped wetland types in sample tiles	220170	6566223	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254641	6566105	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254712	6565467	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255051	6566066	Alberta Geological Survey
0		Mapped wetland types in sample tiles	222866	6563827	Alberta Geological Survey
0		Mapped wetland types in sample tiles	223201	6563793	Alberta Geological Survey
0		Mapped wetland types in sample tiles	222871	6564131	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226242	6564103	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225990	6564047	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225888	6563816	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225567	6563739	Alberta Geological Survey
0		Mapped wetland types in sample tiles	275220	6563747	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274981	6564146	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274884	6563359	Alberta Geological Survey
0		Mapped wetland types in sample tiles	275356	6563368	Alberta Geological Survey
0		Mapped wetland types in sample tiles	302981	6563411	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303095	6563612	Alberta Geological Survey
0		Mapped wetland types in sample tiles	302731	6564004	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306958	6563853	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307070	6563515	Alberta Geological Survey
0		Mapped wetland types in sample tiles	268225	6562669	Alberta Geological Survey
0		Mapped wetland types in sample tiles	267731	6562988	Alberta Geological Survey
0		Mapped wetland types in sample tiles	267626	6563171	Alberta Geological Survey
0		Mapped wetland types in sample tiles	268008	6562535	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303056	6562609	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303123	6563010	Alberta Geological Survey
0		Mapped wetland types in sample tiles	302532	6563023	Alberta Geological Survey
0		Mapped wetland types in sample tiles	302660	6563137	Alberta Geological Survey
0		Mapped wetland types in sample tiles	302916	6563003	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303335	6562456	Alberta Geological Survey
0		Mapped wetland types in sample tiles	302703	6562378	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306529	6561658	Alberta Geological Survey
0		Mapped wetland types in sample tiles	320406	6561662	Alberta Geological Survey
0		Mapped wetland types in sample tiles	320031	6561972	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319813	6562212	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254337	6561161	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254096	6560980	Alberta Geological Survey
0		Mapped wetland types in sample tiles	294944	6561099	Alberta Geological Survey
0		Mapped wetland types in sample tiles	295193	6560516	Alberta Geological Survey
0		Mapped wetland types in sample tiles	312724	6560704	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313094	6560599	Alberta Geological Survey
0		Mapped wetland types in sample tiles	237043	6559680	Alberta Geological Survey
0		Mapped wetland types in sample tiles	236761	6559781	Alberta Geological Survey
0		Mapped wetland types in sample tiles	236507	6559568	Alberta Geological Survey
0		Mapped wetland types in sample tiles	236761	6559427	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308703	6559895	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308636	6559787	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308908	6559747	Alberta Geological Survey
0		Mapped wetland types in sample tiles	309199	6559395	Alberta Geological Survey
0		Mapped wetland types in sample tiles	282057	6558940	Alberta Geological Survey
0		Mapped wetland types in sample tiles	281697	6559108	Alberta Geological Survey
0		Mapped wetland types in sample tiles	282260	6558489	Alberta Geological Survey
0		Mapped wetland types in sample tiles	281954	6558502	Alberta Geological Survey
0		Mapped wetland types in sample tiles	320160	6555387	Alberta Geological Survey
0		Mapped wetland types in sample tiles	320014	6555892	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319703	6556259	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319509	6555935	Alberta Geological Survey
0		Mapped wetland types in sample tiles	327069	6555683	Alberta Geological Survey
0		Mapped wetland types in sample tiles	327120	6555996	Alberta Geological Survey
0		Mapped wetland types in sample tiles	326532	6556251	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225081	6552161	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224583	6552051	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224551	6552163	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224803	6551417	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224458	6551811	Alberta Geological Survey
0		Mapped wetland types in sample tiles	314119	6551007	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313768	6550677	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313824	6550580	Alberta Geological Survey
0		Mapped wetland types in sample tiles	314249	6550418	Alberta Geological Survey
0		Mapped wetland types in sample tiles	215029	6549450	Alberta Geological Survey
0		Mapped wetland types in sample tiles	215112	6549622	Alberta Geological Survey
0		Mapped wetland types in sample tiles	214860	6549668	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250078	6548656	Alberta Geological Survey
0		Mapped wetland types in sample tiles	249622	6548921	Alberta Geological Survey
0		Mapped wetland types in sample tiles	249747	6549118	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250606	6548649	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250798	6548925	Alberta Geological Survey
0		Mapped wetland types in sample tiles	251113	6548678	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250645	6548432	Alberta Geological Survey
0		Mapped wetland types in sample tiles	251080	6548947	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274741	6548319	Alberta Geological Survey
0		Mapped wetland types in sample tiles	275017	6548839	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274974	6548859	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274944	6549038	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274925	6549165	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274567	6548820	Alberta Geological Survey
0		Mapped wetland types in sample tiles	275334	6548367	Alberta Geological Survey
0		Mapped wetland types in sample tiles	275151	6547627	Alberta Geological Survey
0		Mapped wetland types in sample tiles	275203	6547759	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274907	6547435	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274564	6548117	Alberta Geological Survey
0		Mapped wetland types in sample tiles	286069	6546870	Alberta Geological Survey
0		Mapped wetland types in sample tiles	286371	6546788	Alberta Geological Survey
0		Mapped wetland types in sample tiles	285979	6546611	Alberta Geological Survey
0		Mapped wetland types in sample tiles	285959	6547010	Alberta Geological Survey
0		Mapped wetland types in sample tiles	285526	6546920	Alberta Geological Survey
