Name,Code,Lat,Lon,Year,Month,Snod,Tair,Tsur,Ts25cm,Ts50cm,Ts75cm,Ts100cm,VWC_top
ASIA2,77001,67.4749,-162.2664,2013,Jul,0,10.98,-999.99,9.91,8.93,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2013,Aug,0,9.33,-999.99,8.88,8.34,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2013,Sep,0,0.78,-999.99,2.2,2.3,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2013,Oct,0,-1.4,-999.99,-0.42,-0.29,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2013,Nov,0,-11.82,-999.99,-7.63,-6.21,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2013,Dec,-999.99,-12.95,-999.99,-11.32,-10.47,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Jan,0.02,-8.76,-999.99,-11.38,-11.36,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Feb,0.02,-13.16,-999.99,-11.92,-10.57,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Mar,0,-10.5,-999.99,-11.24,-10.96,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Apr,0,-4.76,-999.99,-5.8,-6.73,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,May,0,0.51,-999.99,0.32,0.06,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Jun,0,8.08,-999.99,7.44,6.2,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Jul,0,9.77,-999.99,9.4,8.71,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Aug,0,11.65,-999.99,10.35,9.73,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Sep,0,4.16,-999.99,3.39,3.34,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Oct,0,-5.69,-999.99,-2.56,-2,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Nov,0,-6.15,-999.99,-4.88,-4.17,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2014,Dec,0,-12.97,-999.99,-10.79,-9.98,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Jan,0,-12.49,-999.99,-12.27,-11.58,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Feb,0,-10.1,-999.99,-12.52,-12.63,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Mar,0.12,-14.43,-999.99,-10.55,-9.94,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Apr,0.15,-6.1,-999.99,-6.71,-7,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,May,0,5.56,-999.99,3.05,2,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Jun,0,8.52,-999.99,7.95,7.1,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Jul,0,12.95,-999.99,11.45,10.26,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Aug,0,6.4,-999.99,7.61,7.3,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Sep,0.01,1.06,-999.99,1.95,1.99,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Oct,0.01,-2.86,-999.99,-0.64,-0.32,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Nov,0.03,-10.24,-999.99,-6.16,-5.41,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2015,Dec,0.03,-14.74,-999.99,-10.97,-10.06,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Jan,0.01,-8.53,-999.99,-9.44,-9.14,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Feb,0.01,-8.39,-999.99,-9.82,-9.54,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Mar,0.01,-12.5,-999.99,-10.94,-10.32,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Apr,0,-0.41,-999.99,-3.54,-5.04,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,May,0,6.08,-999.99,4.31,3.15,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Jun,-999.99,9.52,-999.99,9.33,8.44,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Jul,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Aug,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Sep,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Oct,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Nov,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
ASIA2,77001,67.4749,-162.2664,2016,Dec,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Jan,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Feb,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Mar,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Apr,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,May,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Jun,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Jul,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Aug,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Sep,-999.99,1.88,1.24,0.51,-0.25,-0.61,-0.95,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Oct,-999.99,-6.26,-0.13,-0.04,-0.26,-0.55,-0.84,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Nov,-999.99,-16.7,-0.81,-0.05,-0.27,-0.53,-0.79,-999.99
Awuna1,99001,69.1704,-158.0067,1998,Dec,-999.99,-21.38,-2.77,-1.12,-0.42,-0.57,-0.78,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Jan,-999.99,-28.64,-8.02,-6.37,-4.73,-3.96,-3.43,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Feb,-999.99,-26.59,-12.13,-10.81,-9.29,-8.39,-7.63,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Mar,-999.99,-28.58,-13.21,-12.02,-10.71,-9.97,-9.35,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Apr,-999.99,-17.86,-12.41,-11.94,-11.29,-10.85,-10.44,-999.99
Awuna1,99001,69.1704,-158.0067,1999,May,-999.99,-3.29,-6.28,-6.99,-7.89,-8.29,-8.54,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Jun,-999.99,8.67,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Jul,-999.99,11.46,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Aug,-999.99,8.36,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Sep,-999.99,0.94,1.58,0.63,-0.24,-0.61,-0.98,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Oct,-999.99,-13.41,-0.76,-0.05,-0.25,-0.56,-0.85,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Nov,-999.99,-21.52,-3.87,-1.58,-0.48,-0.61,-0.82,-999.99
Awuna1,99001,69.1704,-158.0067,1999,Dec,-999.99,-32.26,-9.92,-7.8,-5.7,-4.8,-4.15,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Jan,-999.99,-25.39,-11.62,-10.47,-9.16,-8.47,-7.85,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Feb,-999.99,-22.78,-11.31,-10.55,-9.7,-9.24,-8.84,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Mar,-999.99,-26.74,-12.93,-12.01,-10.98,-10.43,-9.96,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Apr,-999.99,-17.73,-12.16,-11.74,-11.2,-10.87,-10.56,-999.99
Awuna1,99001,69.1704,-158.0067,2000,May,-999.99,-7.62,-8.88,-9.13,-9.32,-9.34,-9.34,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Jun,-999.99,8.68,0.85,-1.33,-3.18,-4.19,-4.99,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Jul,-999.99,8.56,2.94,-0.25,-1.34,-2,-2.58,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Aug,-999.99,8.33,2.61,0.5,-0.62,-1.16,-1.64,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Sep,0.15,-0.75,0.76,0.22,-0.4,-0.81,-1.21,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Oct,0.12,-10.18,-0.15,-0.03,-0.37,-0.71,-1.04,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Nov,0.22,-20.05,-1.62,-0.33,-0.4,-0.68,-0.96,-999.99
Awuna1,99001,69.1704,-158.0067,2000,Dec,0.33,-22.09,-5.84,-4.52,-3.61,-3.15,-2.87,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Jan,0.4,-23.9,-9.47,-8.36,-7.43,-6.78,-6.25,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Feb,0.44,-18.1,-8.85,-8.27,-7.78,-7.42,-7.12,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Mar,0.47,-27.74,-11.83,-10.71,-9.78,-9.16,-8.65,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Apr,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2001,May,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Jun,-999.99,5.39,-0.22,-1.84,-3.26,-4.23,-4.99,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Jul,-999.99,-999.99,2.47,-0.41,-1.31,-1.95,-2.53,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Aug,-999.99,5.63,2.49,0.18,-0.65,-1.14,-1.6,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Sep,-999.99,-999.99,1.01,0.18,-0.45,-0.85,-1.23,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Oct,-999.99,-999.99,-0.09,-0.07,-0.44,-0.76,-1.07,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Nov,-999.99,-999.99,-0.67,-0.1,-0.41,-0.69,-0.98,-999.99
Awuna1,99001,69.1704,-158.0067,2001,Dec,-999.99,-999.99,-3.4,-2.17,-1.69,-1.56,-1.56,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Jan,-999.99,-999.99,-7.86,-6.67,-5.79,-5.17,-4.7,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Feb,-999.99,-999.99,-10.88,-9.76,-8.82,-8.1,-7.49,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Mar,-999.99,-999.99,-10.08,-9.51,-9.04,-8.65,-8.3,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Apr,-999.99,-999.99,-10.03,-9.64,-9.27,-8.94,-8.65,-999.99
Awuna1,99001,69.1704,-158.0067,2002,May,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Jun,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Jul,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Aug,-999.99,5.04,2,0.3,-0.51,-0.93,-1.33,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Sep,0.06,2.49,0.93,0.19,-0.41,-0.76,-1.1,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Oct,0.07,-6.71,-0.07,-0.06,-0.38,-0.69,-0.97,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Nov,0.11,-14.9,-0.83,-0.1,-0.38,-0.64,-0.89,-999.99
Awuna1,99001,69.1704,-158.0067,2002,Dec,0.24,-21.1,-3.66,-2.44,-1.9,-1.72,-1.67,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Jan,0.34,-22.89,-7.43,-6.49,-5.75,-5.22,-4.78,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Feb,0.51,-26.54,-9.18,-8.26,-7.52,-6.98,-6.54,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Mar,0.61,-23.39,-9.67,-8.98,-8.4,-7.96,-7.59,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Apr,0.59,-11.01,-9,-8.83,-8.63,-8.41,-8.19,-999.99
Awuna1,99001,69.1704,-158.0067,2003,May,0.58,-4.84,-5.99,-6.31,-6.54,-6.68,-6.78,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Jun,-999.99,8.59,0.14,-1.44,-2.5,-3.25,-3.85,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Jul,-999.99,8.72,2.63,-0.27,-1.04,-1.59,-2.08,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Aug,-999.99,5.54,2.46,0.2,-0.59,-1,-1.4,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Sep,0.03,-1.43,0.43,0.05,-0.42,-0.76,-1.09,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Oct,0.11,-5.11,-0.07,-0.07,-0.39,-0.69,-0.97,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Nov,0.32,-15.83,-0.63,-0.1,-0.38,-0.64,-0.89,-999.99
Awuna1,99001,69.1704,-158.0067,2003,Dec,0.42,-23.41,-6.13,-4.34,-3.36,-2.86,-2.54,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Jan,0.41,-26.42,-9.43,-8.29,-7.34,-6.62,-6.02,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Feb,0.43,-33.68,-13.17,-11.91,-10.84,-9.99,-9.27,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Mar,0.48,-26.62,-14.39,-13.43,-12.58,-11.89,-11.28,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Apr,0.5,-15.48,-13.24,-12.87,-12.45,-12.05,-11.66,-999.99
Awuna1,99001,69.1704,-158.0067,2004,May,-999.99,-3.27,-8.14,-8.93,-9.55,-9.86,-10.02,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Jun,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Jul,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Aug,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Sep,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Oct,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Nov,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna1,99001,69.1704,-158.0067,2004,Dec,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Jan,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Feb,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Mar,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Apr,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,May,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Jun,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Jul,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Aug,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
Awuna2,99002,69.1555,-158.0305,2003,Sep,0.05,-1.39,0.27,-0.22,-0.45,-0.59,-0.95,0.41
Awuna2,99002,69.1555,-158.0305,2003,Oct,0.13,-5.27,-0.1,-0.25,-0.43,-0.51,-0.83,0.41
Awuna2,99002,69.1555,-158.0305,2003,Nov,0.24,-16.27,-0.4,-0.25,-0.4,-0.47,-0.75,0.28
Awuna2,99002,69.1555,-158.0305,2003,Dec,0.25,-24.02,-6.43,-4.79,-4,-3.26,-2.92,0.04
Awuna2,99002,69.1555,-158.0305,2004,Jan,0.28,-27.89,-11.62,-10.12,-9.13,-8.06,-7.35,-999.99
Awuna2,99002,69.1555,-158.0305,2004,Feb,0.3,-34.57,-15.47,-14.17,-13.23,-12.14,-11.37,-999.99
Awuna2,99002,69.1555,-158.0305,2004,Mar,0.36,-27.17,-16.36,-15.47,-14.78,-13.92,-13.33,-999.99
Awuna2,99002,69.1555,-158.0305,2004,Apr,0.46,-15.53,-14.55,-14.28,-13.96,-13.44,-13.14,-999.99
Awuna2,99002,69.1555,-158.0305,2004,May,0.32,-0.83,-8.22,-9.42,-9.94,-10.21,-10.55,0.04
Awuna2,99002,69.1555,-158.0305,2004,Jun,-999.99,11.7,-999.99,-999.99,-999.99,-999.99,-999.99,0.34
Awuna2,99002,69.1555,-158.0305,2004,Jul,-999.99,13.15,-999.99,-999.99,-999.99,-999.99,-999.99,0.42
Awuna2,99002,69.1555,-158.0305,2004,Aug,-999.99,10.74,-999.99,-999.99,-999.99,-999.99,-999.99,0.42
Awuna2,99002,69.1555,-158.0305,2004,Sep,0.13,-1.65,0.99,0.65,0.04,-0.44,-0.83,0.42
Awuna2,99002,69.1555,-158.0305,2004,Oct,0.44,-8.32,-0.29,-0.12,-0.13,-0.44,-0.76,0.41
Awuna2,99002,69.1555,-158.0305,2004,Nov,0.57,-17.7,-0.9,-0.17,-0.17,-0.46,-0.74,0.38
Awuna2,99002,69.1555,-158.0305,2004,Dec,0.58,-26.44,-3.25,-1.57,-0.51,-0.62,-0.81,0.1
Awuna2,99002,69.1555,-158.0305,2005,Jan,0.59,-22.49,-7.94,-6.79,-5.15,-4.48,-4,0.05
Awuna2,99002,69.1555,-158.0305,2005,Feb,0.63,-27.09,-12.57,-11.56,-9.86,-9.06,-8.38,0.03
Awuna2,99002,69.1555,-158.0305,2005,Mar,0.66,-22.83,-13.21,-12.55,-11.3,-10.71,-10.19,0.03
Awuna2,99002,69.1555,-158.0305,2005,Apr,0.73,-16.9,-12.97,-12.6,-11.69,-11.25,-10.84,0.03
Awuna2,99002,69.1555,-158.0305,2005,May,0.76,-3.94,-6.54,-7.27,-7.94,-8.28,-8.5,0.04
Awuna2,99002,69.1555,-158.0305,2005,Jun,-999.99,-999.99,4.09,-0.98,-2.41,-3.22,-3.89,0.19
Awuna2,99002,69.1555,-158.0305,2005,Jul,-999.99,-999.99,8.1,2.28,-0.64,-1.31,-1.87,0.42
Awuna2,99002,69.1555,-158.0305,2005,Aug,-999.99,7.49,7.66,3.25,0.3,-0.57,-1.03,0.42
Awuna2,99002,69.1555,-158.0305,2005,Sep,0.02,1.78,2.25,1.08,0.16,-0.4,-0.76,0.43
Awuna2,99002,69.1555,-158.0305,2005,Oct,0.1,-9.75,-1.35,-0.16,-0.1,-0.38,-0.68,0.35
Awuna2,99002,69.1555,-158.0305,2005,Nov,0.33,-25.25,-2.52,-0.83,-0.12,-0.37,-0.64,0.11
Awuna2,99002,69.1555,-158.0305,2005,Dec,0.53,-24.17,-5.06,-4.01,-2.8,-2.49,-2.37,0.06
Awuna2,99002,69.1555,-158.0305,2006,Jan,0.54,-28.86,-9.87,-8.76,-7.24,-6.53,-6.06,0.04
Awuna2,99002,69.1555,-158.0305,2006,Feb,0.44,-19.84,-11.86,-11.13,-9.9,-9.28,-8.81,0.03
Awuna2,99002,69.1555,-158.0305,2006,Mar,0.54,-27.34,-14.19,-13.17,-11.6,-10.83,-10.29,0.03
Awuna2,99002,69.1555,-158.0305,2006,Apr,0.6,-21.47,-13.45,-13.04,-12.14,-11.69,-11.32,0.02
Awuna2,99002,69.1555,-158.0305,2006,May,0.53,-3.5,-5.77,-6.84,-8.03,-8.65,-8.99,0.04
Awuna2,99002,69.1555,-158.0305,2006,Jun,-999.99,7.15,4.39,-0.44,-1.95,-2.91,-3.62,0.27
Awuna2,99002,69.1555,-158.0305,2006,Jul,-999.99,9.83,9.28,4.07,-0.01,-1.12,-1.73,0.42
Awuna2,99002,69.1555,-158.0305,2006,Aug,-999.99,5.06,-999.99,-999.99,-999.99,-999.99,-999.99,0.43
Awuna2,99002,69.1555,-158.0305,2006,Sep,-999.99,4.19,-999.99,-999.99,-999.99,-999.99,-999.99,0.44
Awuna2,99002,69.1555,-158.0305,2006,Oct,-999.99,-5.57,-999.99,-999.99,-999.99,-999.99,-999.99,0.43
Awuna2,99002,69.1555,-158.0305,2006,Nov,-999.99,-16.53,-999.99,-999.99,-999.99,-999.99,-999.99,0.42
Awuna2,99002,69.1555,-158.0305,2006,Dec,-999.99,-22.44,-999.99,-999.99,-999.99,-999.99,-999.99,0.17
Awuna2,99002,69.1555,-158.0305,2007,Jan,-999.99,-27.85,-999.99,-999.99,-999.99,-999.99,-999.99,0.06
Awuna2,99002,69.1555,-158.0305,2007,Feb,-999.99,-27.14,-999.99,-999.99,-999.99,-999.99,-999.99,0.04
Awuna2,99002,69.1555,-158.0305,2007,Mar,-999.99,-30.59,-999.99,-999.99,-999.99,-999.99,-999.99,0.02
Awuna2,99002,69.1555,-158.0305,2007,Apr,-999.99,-13.09,-999.99,-999.99,-999.99,-999.99,-999.99,0.02
Awuna2,99002,69.1555,-158.0305,2007,May,-999.99,-6.06,-999.99,-999.99,-999.99,-999.99,-999.99,0.03
Awuna2,99002,69.1555,-158.0305,2007,Jun,-999.99,10.56,-999.99,-999.99,-999.99,-999.99,-999.99,0.22
Awuna2,99002,69.1555,-158.0305,2007,Jul,-999.99,14.13,-999.99,-999.99,-999.99,-999.99,-999.99,0.43
Awuna2,99002,69.1555,-158.0305,2007,Aug,-999.99,10.73,-999.99,-999.99,-999.99,-999.99,-999.99,0.42
Awuna2,99002,69.1555,-158.0305,2007,Sep,0.03,3.25,-999.99,-999.99,-999.99,-999.99,-999.99,0.42
Awuna2,99002,69.1555,-158.0305,2007,Oct,0.17,-11.32,-999.99,-999.99,-999.99,-999.99,-999.99,0.41
Awuna2,99002,69.1555,-158.0305,2007,Nov,0.54,-14.77,-999.99,-999.99,-999.99,-999.99,-999.99,0.4
Awuna2,99002,69.1555,-158.0305,2007,Dec,0.62,-22.25,-999.99,-999.99,-999.99,-999.99,-999.99,0.15
Awuna2,99002,69.1555,-158.0305,2008,Jan,0.7,-29.31,-999.99,-999.99,-999.99,-999.99,-999.99,0.04
Awuna2,99002,69.1555,-158.0305,2008,Feb,0.71,-27.61,-999.99,-999.99,-999.99,-999.99,-999.99,0.01
Awuna2,99002,69.1555,-158.0305,2008,Mar,0.76,-29.52,-999.99,-999.99,-999.99,-999.99,-999.99,0
Awuna2,99002,69.1555,-158.0305,2008,Apr,0.82,-12.02,-999.99,-999.99,-999.99,-999.99,-999.99,0
Awuna2,99002,69.1555,-158.0305,2008,May,0.83,-3.39,-999.99,-999.99,-999.99,-999.99,-999.99,0.02
Awuna2,99002,69.1555,-158.0305,2008,Jun,-999.99,8.62,-999.99,-999.99,-999.99,-999.99,-999.99,0.1
Awuna2,99002,69.1555,-158.0305,2008,Jul,-999.99,11.25,-999.99,-999.99,-999.99,-999.99,-999.99,0.43
Awuna2,99002,69.1555,-158.0305,2008,Aug,-999.99,4.2,-999.99,-999.99,-999.99,-999.99,-999.99,0.39
